Categoria,Edad,Genero,Ingresos,Nivel_Estudios,Frec_Trans_Mes,Ocupacion,Has_Credit,Depositos,Zona,Recencia,R,F,M,R_score,F_score,M_score,Cluster
Intermedia,51,Femenino,4704571,Sin educacion,16,Independiente,Si,3278868,Rural,2,2,16,3278868,5,5,3,3
Intermedia,26,Masculino,5323753,Universitario,9,Empleado,Si,4859300,Rural,24,24,9,4859300,3,3,4,2
Plena,39,Masculino,5983735,Tecnico,17,Ama de casa,No,4354833,Urbano,104,104,17,4354833,1,5,3,2
Basica,55,Masculino,2231124,Secundaria,18,Pensionado,No,2418222,Rural,22,22,18,2418222,3,5,2,3
Intermedia,30,Femenino,2152197,Primaria,10,Estudiante,No,1875561,Urbano,29,29,10,1875561,2,3,2,0
Intermedia,49,Femenino,5994934,Secundaria,5,Empleado,No,5688663,Urbano,35,35,5,5688663,2,1,4,1
Intermedia,29,Masculino,1764925,Secundaria,0,Ama de casa,No,1830526,Urbano,18,18,0,1830526,3,1,2,0
Basica,51,Masculino,3600242,Sin educacion,3,Pensionado,Si,2532898,Rural,29,29,3,2532898,2,1,2,0
Plena,45,Masculino,2426661,Primaria,3,Independiente,No,1591287,Urbano,26,26,3,1591287,3,1,2,0
Plena,26,Femenino,6503434,Universitario,17,Pensionado,No,8977483,Urbano,69,69,17,8977483,1,5,5,2
Intermedia,59,Masculino,5827210,Primaria,11,Independiente,Si,5441004,Urbano,1,1,11,5441004,5,3,4,2
Plena,36,Masculino,2274624,Secundaria,12,Independiente,Si,2074670,Urbano,9,9,12,2074670,4,4,2,3
Plena,35,Masculino,623410,Tecnico,0,Empleado,Si,333906,Urbano,90,90,0,333906,1,1,1,0
Plena,47,Femenino,1362127,Universitario,4,Empleado,No,1359370,Rural,66,66,4,1359370,1,1,2,0
Basica,59,Femenino,3151184,Sin educacion,14,Pensionado,Si,3321883,Rural,18,18,14,3321883,3,5,3,3
Intermedia,33,Masculino,6625682,Secundaria,11,Ama de casa,Si,7015543,Urbano,29,29,11,7015543,2,3,5,2
Intermedia,46,Femenino,350975,Primaria,9,Pensionado,Si,423638,Rural,9,9,9,423638,4,3,1,3
Intermedia,50,Femenino,5726380,Sin educacion,13,Estudiante,Si,3879518,Rural,6,6,13,3879518,4,4,3,2
Plena,53,Masculino,3549714,Primaria,18,Independiente,No,2670177,Urbano,18,18,18,2670177,3,5,2,3
Plena,47,Femenino,4976695,Universitario,9,Independiente,No,6523106,Urbano,13,13,9,6523106,4,3,4,1
Plena,41,Masculino,9660139,Primaria,10,Empleado,No,13979869,Urbano,26,26,10,13979869,3,3,5,1
Intermedia,35,Femenino,2589378,Sin educacion,11,Ama de casa,Si,1646670,Urbano,2,2,11,1646670,5,4,2,3
Basica,46,Masculino,2419752,Primaria,22,Empleado,Si,2414065,Rural,109,109,22,2414065,1,5,2,3
Plena,32,Masculino,142297,Universitario,0,Estudiante,Si,101625,Urbano,128,128,0,101625,1,1,1,0
Plena,18,Femenino,848627,Secundaria,13,Pensionado,Si,475293,Urbano,35,35,13,475293,2,4,1,3
Basica,50,Femenino,1344676,Primaria,9,Pensionado,Si,1110035,Rural,23,23,9,1110035,3,3,1,3
Plena,56,Femenino,289663,Sin educacion,13,Ama de casa,Si,186452,Urbano,11,11,13,186452,4,4,1,3
Plena,18,Femenino,6566303,Tecnico,7,Empleado,No,7944787,Rural,50,50,7,7944787,1,2,5,1
Intermedia,33,Masculino,3325907,Secundaria,10,Empleado,No,3438075,Urbano,34,34,10,3438075,2,3,3,0
Intermedia,52,Masculino,4275533,Secundaria,14,Estudiante,Si,2752736,Urbano,5,5,14,2752736,5,5,2,3
Intermedia,70,Femenino,1362248,Secundaria,25,Pensionado,No,693713,Urbano,72,72,25,693713,1,5,1,3
Basica,45,Femenino,1538847,Primaria,14,Empleado,Si,2013054,Rural,51,51,14,2013054,1,5,2,3
Intermedia,36,Femenino,5177831,Primaria,6,Ama de casa,Si,3501220,Urbano,89,89,6,3501220,1,2,3,0
Plena,43,Masculino,10039148,Tecnico,8,Pensionado,No,11105473,Urbano,38,38,8,11105473,2,2,5,1
Basica,61,Femenino,262167,Sin educacion,8,Estudiante,Si,219413,Rural,28,28,8,219413,2,2,1,0
Intermedia,37,Masculino,6944998,Tecnico,1,Ama de casa,No,7538698,Urbano,16,16,1,7538698,3,1,5,1
Intermedia,35,Masculino,4499673,Universitario,8,Independiente,Si,3670175,Rural,80,80,8,3670175,1,2,3,0
Intermedia,39,Masculino,4398573,Universitario,14,Estudiante,Si,2581697,Rural,60,60,14,2581697,1,5,2,3
Plena,34,Femenino,5202897,Universitario,4,Ama de casa,No,3761434,Urbano,1,1,4,3761434,5,1,3,0
Intermedia,46,Masculino,541274,Tecnico,15,Empleado,Si,372428,Urbano,1,1,15,372428,5,5,1,3
Intermedia,64,Femenino,701039,Tecnico,12,Independiente,Si,650578,Urbano,14,14,12,650578,4,4,1,3
Plena,49,Femenino,6249485,Secundaria,6,Estudiante,Si,7238677,Urbano,49,49,6,7238677,1,2,5,1
Intermedia,42,Masculino,2659477,Tecnico,9,Empleado,No,2031325,Urbano,130,130,9,2031325,1,3,2,0
Intermedia,41,Masculino,7154691,Secundaria,18,Independiente,Si,3663702,Urbano,4,4,18,3663702,5,5,3,2
Intermedia,26,Femenino,3171406,Secundaria,14,Pensionado,Si,3231464,Urbano,27,27,14,3231464,2,5,3,2
Basica,56,Femenino,745064,Secundaria,10,Empleado,Si,823862,Rural,14,14,10,823862,4,3,1,3
Basica,44,Femenino,3716538,Primaria,9,Ama de casa,No,5436814,Rural,105,105,9,5436814,1,3,4,2
Intermedia,43,Femenino,2288157,Secundaria,10,Estudiante,No,2492880,Urbano,55,55,10,2492880,1,3,2,0
Intermedia,83,Femenino,4098668,Universitario,7,Independiente,No,3980514,Urbano,54,54,7,3980514,1,2,3,1
Plena,49,Femenino,7257461,Primaria,0,Empleado,No,7790170,Urbano,18,18,0,7790170,3,1,5,1
Intermedia,36,Femenino,7022060,Secundaria,20,Pensionado,No,10026804,Urbano,16,16,20,10026804,3,5,5,2
Intermedia,40,Masculino,6179091,Universitario,11,Estudiante,Si,8208169,Rural,9,9,11,8208169,4,4,5,2
Intermedia,59,Masculino,5275616,Tecnico,12,Estudiante,No,4341720,Urbano,1,1,12,4341720,5,4,3,3
Basica,46,Masculino,3534093,Secundaria,10,Empleado,No,2605525,Urbano,60,60,10,2605525,1,3,2,0
Plena,28,Femenino,9837616,Secundaria,6,Pensionado,Si,7502497,Urbano,50,50,6,7502497,1,2,5,1
Basica,56,Masculino,1538285,Primaria,9,Independiente,No,1545086,Rural,245,245,9,1545086,1,3,2,0
Plena,37,Masculino,11566,Universitario,2,Empleado,Si,14389,Rural,170,170,2,14389,1,1,1,0
Basica,67,Masculino,1414164,Secundaria,21,Independiente,No,1418716,Rural,24,24,21,1418716,3,5,2,3
Intermedia,58,Masculino,1699553,Secundaria,4,Estudiante,Si,965000,Urbano,43,43,4,965000,2,1,1,0
Basica,40,Masculino,3441540,Sin educacion,5,Independiente,Si,4211002,Rural,86,86,5,4211002,1,1,3,0
Plena,60,Femenino,6590601,Sin educacion,8,Pensionado,No,8607128,Urbano,56,56,8,8607128,1,2,5,1
Intermedia,46,Femenino,4628999,Universitario,16,Ama de casa,No,3654585,Urbano,8,8,16,3654585,4,5,3,2
Intermedia,55,Masculino,126699,Secundaria,10,Pensionado,Si,147494,Rural,17,17,10,147494,3,3,1,3
Basica,51,Masculino,3789646,Secundaria,4,Independiente,Si,3511455,Rural,4,4,4,3511455,5,1,3,0
Plena,35,Masculino,3364716,Primaria,16,Empleado,Si,4673992,Urbano,92,92,16,4673992,1,5,4,2
Basica,37,Femenino,3458291,Secundaria,14,Estudiante,Si,4652181,Rural,27,27,14,4652181,2,5,4,2
Plena,57,Femenino,5788416,Universitario,13,Ama de casa,Si,5935627,Urbano,7,7,13,5935627,4,4,4,2
Basica,41,Femenino,1782201,Secundaria,14,Empleado,Si,2123502,Rural,33,33,14,2123502,2,5,2,3
Basica,40,Masculino,699797,Sin educacion,22,Empleado,Si,968064,Rural,28,28,22,968064,2,5,1,3
Basica,34,Masculino,490978,Secundaria,21,Pensionado,No,488875,Urbano,13,13,21,488875,4,5,1,3
Intermedia,50,Femenino,6485843,Tecnico,7,Independiente,Si,5274617,Urbano,3,3,7,5274617,5,2,4,1
Intermedia,70,Femenino,7163501,Secundaria,18,Pensionado,No,8980639,Urbano,33,33,18,8980639,2,5,5,2
Basica,32,Femenino,3378898,Tecnico,12,Independiente,No,2433030,Urbano,22,22,12,2433030,3,4,2,3
Plena,45,Masculino,1075715,Tecnico,12,Pensionado,Si,955806,Urbano,44,44,12,955806,2,4,1,3
Intermedia,62,Masculino,3135812,Universitario,2,Empleado,Si,4282664,Rural,22,22,2,4282664,3,1,3,0
Intermedia,44,Masculino,5685726,Tecnico,9,Estudiante,No,6961730,Urbano,57,57,9,6961730,1,3,5,1
Intermedia,50,Femenino,6082603,Primaria,6,Independiente,Si,5497524,Urbano,24,24,6,5497524,3,2,4,1
Intermedia,32,Masculino,922105,Secundaria,14,Ama de casa,Si,659069,Rural,24,24,14,659069,3,5,1,3
Intermedia,50,Femenino,240,Primaria,15,Ama de casa,No,205,Rural,62,62,15,205,1,5,1,3
Basica,43,Masculino,3703113,Universitario,0,Empleado,No,2903626,Rural,15,15,0,2903626,3,1,3,0
Basica,57,Femenino,1854300,Secundaria,10,Pensionado,No,1253672,Rural,4,4,10,1253672,5,3,1,3
Plena,59,Femenino,2646606,Universitario,16,Pensionado,Si,3290612,Urbano,1,1,16,3290612,5,5,3,3
Plena,76,Masculino,134134,Secundaria,9,Empleado,Si,100878,Urbano,42,42,9,100878,2,3,1,3
Intermedia,52,Masculino,4214335,Primaria,14,Ama de casa,No,4021181,Urbano,29,29,14,4021181,2,5,3,2
Intermedia,49,Femenino,6638976,Tecnico,12,Ama de casa,Si,5881200,Urbano,36,36,12,5881200,2,4,4,2
Intermedia,47,Masculino,7469527,Secundaria,12,Pensionado,No,11070417,Urbano,7,7,12,11070417,4,4,5,2
Intermedia,41,Femenino,4412811,Primaria,9,Independiente,Si,3932222,Urbano,4,4,9,3932222,5,3,3,3
Basica,49,Femenino,2675199,Secundaria,4,Estudiante,No,1551569,Rural,1,1,4,1551569,5,1,2,0
Basica,41,Femenino,442293,Sin educacion,4,Independiente,Si,260876,Rural,12,12,4,260876,4,1,1,0
Plena,47,Femenino,5708277,Secundaria,14,Ama de casa,No,6226324,Urbano,26,26,14,6226324,3,5,4,2
Plena,61,Femenino,3951782,Tecnico,10,Independiente,Si,4344445,Rural,14,14,10,4344445,4,3,3,3
Basica,33,Femenino,3157103,Sin educacion,9,Estudiante,Si,2900617,Rural,17,17,9,2900617,3,3,3,0
Intermedia,59,Femenino,3032066,Universitario,8,Independiente,No,2825412,Urbano,70,70,8,2825412,1,2,2,0
Intermedia,61,Masculino,1874333,Primaria,8,Independiente,Si,1038254,Urbano,12,12,8,1038254,4,2,1,0
Plena,44,Femenino,987639,Primaria,15,Independiente,Si,1003981,Urbano,21,21,15,1003981,3,5,1,3
Basica,20,Masculino,1637576,Primaria,8,Independiente,No,1645337,Rural,45,45,8,1645337,2,2,2,0
Basica,38,Femenino,502553,Secundaria,3,Empleado,Si,326433,Urbano,15,15,3,326433,3,1,1,0
Plena,61,Masculino,1839728,Tecnico,14,Ama de casa,Si,1110900,Urbano,29,29,14,1110900,2,5,1,3
Basica,45,Femenino,5134148,Secundaria,9,Estudiante,Si,3201513,Rural,59,59,9,3201513,1,3,3,2
Plena,33,Femenino,4618677,Sin educacion,10,Ama de casa,No,2775955,Urbano,89,89,10,2775955,1,3,2,0
Intermedia,39,Femenino,4148600,Sin educacion,18,Empleado,No,4603735,Urbano,4,4,18,4603735,5,5,4,2
Basica,55,Femenino,4542816,Primaria,10,Empleado,No,3163993,Rural,78,78,10,3163993,1,3,3,2
Intermedia,52,Femenino,7765437,Universitario,11,Empleado,No,5835184,Urbano,20,20,11,5835184,3,4,4,2
Plena,42,Masculino,6060230,Universitario,4,Empleado,No,4082002,Urbano,8,8,4,4082002,4,1,3,1
Plena,41,Masculino,8449728,Primaria,9,Independiente,Si,12318312,Urbano,18,18,9,12318312,3,3,5,1
Plena,40,Masculino,3400187,Tecnico,13,Ama de casa,Si,4605953,Urbano,117,117,13,4605953,1,4,4,2
Intermedia,34,Masculino,2384803,Universitario,2,Pensionado,No,1742086,Rural,20,20,2,1742086,3,1,2,0
Plena,64,Femenino,4188119,Tecnico,11,Estudiante,Si,3465946,Urbano,11,11,11,3465946,4,4,3,3
Basica,41,Femenino,3497038,Tecnico,11,Empleado,Si,2482522,Rural,30,30,11,2482522,2,4,2,3
Intermedia,60,Femenino,5321095,Primaria,10,Ama de casa,Si,5277866,Urbano,8,8,10,5277866,4,3,4,1
Plena,63,Femenino,3278490,Universitario,15,Empleado,Si,1703538,Urbano,2,2,15,1703538,5,5,2,3
Basica,57,Femenino,692692,Secundaria,12,Empleado,No,811397,Rural,4,4,12,811397,5,4,1,3
Basica,40,Femenino,3288461,Universitario,17,Empleado,No,3364616,Urbano,4,4,17,3364616,5,5,3,3
Basica,50,Femenino,667294,Secundaria,5,Empleado,Si,933303,Urbano,4,4,5,933303,5,1,1,0
Basica,45,Femenino,3008161,Primaria,11,Empleado,Si,1998600,Urbano,4,4,11,1998600,5,4,2,3
Basica,34,Masculino,3605795,Universitario,10,Estudiante,No,4702351,Rural,30,30,10,4702351,2,3,4,2
Intermedia,49,Masculino,5464770,Primaria,5,Ama de casa,Si,7060270,Urbano,6,6,5,7060270,4,1,5,1
Intermedia,31,Femenino,5877082,Secundaria,15,Empleado,Si,3685995,Urbano,12,12,15,3685995,4,5,3,2
Plena,59,Masculino,9077738,Universitario,22,Empleado,Si,8156885,Urbano,68,68,22,8156885,1,5,5,2
Plena,39,Masculino,5199574,Universitario,10,Empleado,No,3484508,Urbano,19,19,10,3484508,3,3,3,2
Intermedia,47,Femenino,5695944,Universitario,13,Empleado,No,4298846,Urbano,33,33,13,4298846,2,4,3,2
Intermedia,48,Femenino,4829547,Primaria,10,Independiente,Si,3686133,Urbano,5,5,10,3686133,5,3,3,3
Intermedia,42,Femenino,1455792,Tecnico,6,Independiente,Si,1537660,Rural,6,6,6,1537660,4,2,2,0
Intermedia,52,Masculino,200379,Tecnico,1,Pensionado,Si,182628,Urbano,1,1,1,182628,5,1,1,0
Intermedia,39,Masculino,2219423,Sin educacion,6,Empleado,Si,3213131,Urbano,5,5,6,3213131,5,2,3,0
Intermedia,55,Femenino,3455663,Secundaria,3,Pensionado,Si,2164524,Urbano,9,9,3,2164524,4,1,2,0
Intermedia,29,Femenino,4813426,Primaria,19,Estudiante,Si,7093508,Urbano,5,5,19,7093508,5,5,5,2
Intermedia,47,Masculino,6629683,Secundaria,9,Pensionado,No,4843903,Urbano,2,2,9,4843903,5,3,4,1
Intermedia,68,Femenino,1530717,Universitario,8,Ama de casa,No,1948410,Urbano,3,3,8,1948410,5,2,2,0
Intermedia,33,Femenino,979288,Tecnico,14,Independiente,Si,821593,Urbano,18,18,14,821593,3,5,1,3
Plena,37,Masculino,10020191,Universitario,4,Independiente,No,6443798,Urbano,6,6,4,6443798,4,1,4,1
Plena,51,Masculino,1123663,Universitario,6,Empleado,Si,1525810,Urbano,13,13,6,1525810,4,2,2,0
Basica,47,Masculino,2488154,Primaria,10,Empleado,Si,2012570,Rural,21,21,10,2012570,3,3,2,3
Plena,49,Masculino,6089863,Universitario,15,Estudiante,No,7057271,Urbano,35,35,15,7057271,2,5,5,2
Intermedia,51,Masculino,4222720,Secundaria,13,Estudiante,No,4503293,Urbano,1,1,13,4503293,5,4,4,2
Plena,53,Femenino,894734,Universitario,11,Ama de casa,Si,869463,Urbano,48,48,11,869463,2,4,1,3
Plena,58,Masculino,593080,Secundaria,10,Empleado,Si,590601,Rural,29,29,10,590601,2,3,1,3
Intermedia,50,Femenino,822771,Universitario,12,Empleado,No,1013850,Rural,2,2,12,1013850,5,4,1,3
Basica,42,Masculino,3045056,Primaria,11,Estudiante,No,1789801,Rural,62,62,11,1789801,1,4,2,3
Intermedia,53,Femenino,4245890,Secundaria,5,Estudiante,Si,4959967,Rural,76,76,5,4959967,1,1,4,1
Intermedia,68,Masculino,1823178,Tecnico,10,Estudiante,Si,2544814,Rural,1,1,10,2544814,5,3,2,3
Intermedia,43,Femenino,4974638,Secundaria,5,Independiente,Si,2774794,Urbano,9,9,5,2774794,4,1,2,0
Intermedia,33,Femenino,6396527,Tecnico,10,Pensionado,No,4097956,Rural,49,49,10,4097956,1,3,3,2
Basica,58,Femenino,216211,Primaria,8,Pensionado,Si,263049,Rural,41,41,8,263049,2,2,1,0
Plena,44,Femenino,5180551,Universitario,23,Empleado,No,4855635,Urbano,6,6,23,4855635,4,5,4,2
Plena,19,Masculino,7168828,Secundaria,10,Independiente,Si,6477385,Urbano,7,7,10,6477385,4,3,4,2
Intermedia,55,Masculino,1968033,Sin educacion,3,Estudiante,No,1253571,Urbano,13,13,3,1253571,4,1,1,0
Basica,39,Femenino,1600409,Primaria,9,Empleado,No,1611244,Rural,19,19,9,1611244,3,3,2,0
Intermedia,44,Femenino,4786376,Secundaria,13,Independiente,No,2998881,Urbano,28,28,13,2998881,2,4,3,2
Basica,49,Femenino,4669264,Sin educacion,18,Ama de casa,No,4560099,Urbano,13,13,18,4560099,4,5,4,2
Plena,47,Femenino,8423214,Tecnico,7,Independiente,Si,10643702,Urbano,18,18,7,10643702,3,2,5,1
Basica,54,Femenino,3032277,Primaria,2,Empleado,No,2299268,Rural,41,41,2,2299268,2,1,2,0
Intermedia,40,Masculino,5695729,Sin educacion,14,Pensionado,No,5586292,Rural,1,1,14,5586292,5,5,4,2
Intermedia,51,Femenino,2845615,Secundaria,3,Estudiante,No,4245703,Urbano,8,8,3,4245703,4,1,3,0
Intermedia,42,Femenino,4999531,Universitario,8,Ama de casa,Si,5932696,Urbano,37,37,8,5932696,2,2,4,1
Plena,54,Femenino,4848289,Secundaria,9,Independiente,Si,6503285,Urbano,67,67,9,6503285,1,3,4,1
Plena,52,Femenino,1975336,Tecnico,10,Empleado,Si,1807131,Urbano,21,21,10,1807131,3,3,2,3
Basica,34,Femenino,3649039,Secundaria,13,Empleado,Si,4626474,Rural,22,22,13,4626474,3,4,4,2
Basica,58,Masculino,2893616,Primaria,7,Estudiante,Si,1564026,Urbano,3,3,7,1564026,5,2,2,0
Basica,39,Femenino,1864832,Secundaria,9,Empleado,Si,1161625,Rural,17,17,9,1161625,3,3,1,0
Plena,55,Femenino,9477928,Tecnico,10,Empleado,No,6663652,Urbano,22,22,10,6663652,3,3,4,1
Plena,49,Femenino,217715,Tecnico,11,Estudiante,No,196368,Urbano,8,8,11,196368,4,4,1,3
Intermedia,67,Femenino,2463031,Sin educacion,10,Ama de casa,No,3314611,Rural,9,9,10,3314611,4,3,3,3
Intermedia,42,Femenino,443675,Tecnico,12,Pensionado,Si,375467,Urbano,14,14,12,375467,4,4,1,3
Plena,41,Masculino,7971884,Universitario,14,Pensionado,No,9204506,Urbano,1,1,14,9204506,5,5,5,2
Basica,45,Masculino,3650959,Sin educacion,12,Independiente,No,4415157,Rural,11,11,12,4415157,4,4,3,3
Plena,41,Masculino,3446063,Tecnico,12,Ama de casa,Si,3743053,Urbano,7,7,12,3743053,4,4,3,3
Intermedia,55,Femenino,5270171,Universitario,2,Independiente,No,4517812,Urbano,11,11,2,4517812,4,1,4,1
Intermedia,26,Femenino,3088310,Secundaria,10,Pensionado,Si,3326275,Urbano,3,3,10,3326275,5,3,3,3
Intermedia,32,Femenino,5898780,Secundaria,12,Estudiante,No,4968339,Urbano,66,66,12,4968339,1,4,4,2
Basica,32,Masculino,2361755,Universitario,14,Empleado,Si,1378967,Rural,27,27,14,1378967,2,5,2,3
Basica,56,Masculino,2143855,Secundaria,7,Pensionado,Si,3200355,Urbano,34,34,7,3200355,2,2,3,0
Plena,66,Femenino,9721191,Tecnico,7,Ama de casa,Si,6096960,Urbano,46,46,7,6096960,2,2,4,1
Basica,44,Femenino,1304571,Secundaria,7,Pensionado,No,746669,Rural,20,20,7,746669,3,2,1,0
Intermedia,43,Femenino,939489,Universitario,13,Ama de casa,No,1295114,Urbano,2,2,13,1295114,5,4,2,3
Intermedia,46,Masculino,4559436,Secundaria,15,Ama de casa,Si,3655914,Urbano,23,23,15,3655914,3,5,3,2
Intermedia,59,Masculino,7560710,Secundaria,8,Ama de casa,Si,8697062,Urbano,26,26,8,8697062,3,2,5,1
Intermedia,34,Femenino,2947146,Secundaria,15,Independiente,No,2443201,Urbano,41,41,15,2443201,2,5,2,3
Intermedia,48,Femenino,483887,Universitario,11,Estudiante,No,431363,Urbano,16,16,11,431363,3,4,1,3
Plena,57,Masculino,3528775,Universitario,9,Pensionado,Si,2689325,Urbano,4,4,9,2689325,5,3,2,3
Intermedia,51,Femenino,3946267,Sin educacion,9,Estudiante,No,3326877,Urbano,10,10,9,3326877,4,3,3,3
Intermedia,47,Femenino,1262999,Universitario,14,Empleado,No,1150214,Urbano,13,13,14,1150214,4,5,1,3
Intermedia,57,Femenino,5133197,Secundaria,12,Pensionado,No,6264636,Rural,31,31,12,6264636,2,4,4,2
Plena,18,Masculino,10376594,Primaria,21,Estudiante,Si,10496300,Urbano,25,25,21,10496300,3,5,5,2
Plena,53,Femenino,4698091,Tecnico,6,Estudiante,Si,6782001,Urbano,13,13,6,6782001,4,2,4,1
Plena,37,Femenino,3689177,Tecnico,13,Empleado,No,1999093,Rural,129,129,13,1999093,1,4,2,3
Intermedia,23,Masculino,3125493,Universitario,7,Ama de casa,Si,3135083,Urbano,27,27,7,3135083,2,2,3,0
Basica,51,Femenino,598760,Primaria,6,Pensionado,No,649190,Rural,8,8,6,649190,4,2,1,0
Intermedia,61,Femenino,6889534,Universitario,10,Pensionado,No,9784495,Urbano,3,3,10,9784495,5,3,5,1
Intermedia,43,Femenino,3235640,Secundaria,11,Empleado,Si,1776879,Urbano,4,4,11,1776879,5,4,2,3
Basica,56,Femenino,2013827,Sin educacion,25,Ama de casa,Si,2161842,Urbano,8,8,25,2161842,4,5,2,3
Intermedia,64,Masculino,5145584,Universitario,9,Pensionado,Si,6965217,Urbano,5,5,9,6965217,5,3,5,1
Intermedia,61,Femenino,3447861,Secundaria,4,Pensionado,No,2558064,Rural,6,6,4,2558064,4,1,2,0
Intermedia,65,Femenino,5056221,Primaria,11,Pensionado,No,6958838,Urbano,10,10,11,6958838,4,4,5,2
Plena,54,Masculino,639041,Tecnico,0,Ama de casa,Si,331690,Urbano,5,5,0,331690,5,1,1,0
Basica,46,Masculino,4231361,Tecnico,10,Empleado,Si,5214960,Rural,68,68,10,5214960,1,3,4,2
Basica,26,Masculino,4890621,Primaria,10,Pensionado,Si,7008814,Urbano,2,2,10,7008814,5,3,5,2
Plena,42,Femenino,6747160,Secundaria,14,Estudiante,No,7807798,Urbano,22,22,14,7807798,3,5,5,2
Intermedia,35,Femenino,7445614,Primaria,15,Ama de casa,No,6991649,Urbano,15,15,15,6991649,3,5,5,2
Plena,71,Masculino,1574896,Secundaria,7,Independiente,No,858131,Urbano,121,121,7,858131,1,2,1,0
Intermedia,43,Femenino,3723846,Tecnico,9,Empleado,Si,5288285,Urbano,3,3,9,5288285,5,3,4,2
Intermedia,46,Masculino,4694093,Secundaria,6,Estudiante,Si,4554661,Urbano,15,15,6,4554661,3,2,4,1
Plena,52,Masculino,6050061,Secundaria,4,Pensionado,No,3200463,Rural,104,104,4,3200463,1,1,3,1
Plena,46,Masculino,4175203,Secundaria,12,Independiente,Si,4967745,Urbano,60,60,12,4967745,1,4,4,2
Plena,65,Femenino,3516078,Secundaria,4,Empleado,Si,3452216,Urbano,50,50,4,3452216,1,1,3,0
Intermedia,38,Femenino,989227,Universitario,8,Ama de casa,Si,617619,Urbano,8,8,8,617619,4,2,1,0
Intermedia,47,Masculino,3055591,Secundaria,5,Independiente,Si,2182523,Rural,5,5,5,2182523,5,1,2,0
Intermedia,36,Femenino,1268754,Universitario,13,Independiente,No,716200,Urbano,33,33,13,716200,2,4,1,3
Basica,29,Femenino,3818702,Primaria,19,Estudiante,Si,4102407,Rural,79,79,19,4102407,1,5,3,2
Plena,38,Masculino,2171842,Secundaria,3,Empleado,No,2436871,Urbano,24,24,3,2436871,3,1,2,0
Basica,45,Masculino,304540,Tecnico,1,Estudiante,No,306289,Urbano,25,25,1,306289,3,1,1,0
Plena,40,Femenino,5744608,Tecnico,9,Estudiante,Si,7566235,Urbano,9,9,9,7566235,4,3,5,1
Intermedia,37,Femenino,4642792,Tecnico,10,Pensionado,No,6318881,Urbano,44,44,10,6318881,2,3,4,2
Basica,35,Masculino,5852834,Primaria,1,Ama de casa,Si,8029325,Rural,6,6,1,8029325,4,1,5,1
Plena,45,Femenino,5732191,Universitario,12,Pensionado,Si,7145125,Rural,11,11,12,7145125,4,4,5,2
Intermedia,54,Femenino,7316455,Tecnico,9,Ama de casa,Si,17836420,Urbano,16,16,9,17836420,3,3,5,1
Intermedia,27,Masculino,4990696,Sin educacion,5,Independiente,Si,3664907,Urbano,21,21,5,3664907,3,1,3,0
Plena,51,Femenino,6383628,Primaria,6,Empleado,Si,13413273,Urbano,8,8,6,13413273,4,2,5,1
Plena,66,Femenino,3821555,Secundaria,14,Pensionado,No,1046410,Urbano,3,3,14,1046410,5,5,1,3
Intermedia,43,Femenino,4206431,Secundaria,13,Independiente,Si,16351222,Urbano,28,28,13,16351222,2,4,5,2
Intermedia,57,Femenino,823819,Secundaria,7,Empleado,Si,2473209,Rural,10,10,7,2473209,4,2,2,0
Plena,37,Masculino,2034766,Secundaria,9,Ama de casa,No,1201937,Rural,26,26,9,1201937,3,3,1,0
Intermedia,56,Femenino,1450105,Secundaria,11,Empleado,Si,1086536,Urbano,5,5,11,1086536,5,4,1,3
Basica,75,Femenino,4672987,Universitario,8,Independiente,Si,9643218,Rural,19,19,8,9643218,3,2,5,1
Intermedia,20,Masculino,3855685,Secundaria,16,Independiente,Si,13174694,Urbano,22,22,16,13174694,3,5,5,2
Plena,73,Femenino,2096032,Primaria,14,Ama de casa,Si,2331686,Urbano,1,1,14,2331686,5,5,2,3
Intermedia,40,Femenino,2451138,Tecnico,22,Independiente,No,2815164,Rural,12,12,22,2815164,4,5,2,3
Intermedia,52,Femenino,3263761,Primaria,7,Empleado,Si,1149242,Urbano,4,4,7,1149242,5,2,1,0
Basica,50,Femenino,432391,Sin educacion,10,Empleado,No,626259,Rural,1,1,10,626259,5,3,1,3
Plena,46,Masculino,4853659,Secundaria,2,Pensionado,Si,8065565,Urbano,138,138,2,8065565,1,1,5,1
Intermedia,65,Femenino,4094008,Primaria,12,Ama de casa,Si,11464557,Rural,11,11,12,11464557,4,4,5,2
Plena,41,Masculino,2610719,Tecnico,2,Empleado,Si,339419,Urbano,49,49,2,339419,1,1,1,0
Basica,40,Masculino,1733624,Sin educacion,7,Independiente,No,2985170,Rural,8,8,7,2985170,4,2,3,0
Basica,51,Masculino,252512,Primaria,8,Independiente,No,585362,Urbano,34,34,8,585362,2,2,1,0
Basica,50,Femenino,7999729,Primaria,15,Estudiante,No,22905803,Rural,42,42,15,22905803,2,5,5,2
Plena,52,Femenino,4763249,Universitario,8,Empleado,No,5253253,Rural,27,27,8,5253253,2,2,4,1
Plena,55,Masculino,2129574,Primaria,5,Independiente,No,55093,Urbano,19,19,5,55093,3,1,1,0
Plena,59,Femenino,2606367,Sin educacion,11,Empleado,Si,3911032,Urbano,15,15,11,3911032,3,4,3,3
Basica,34,Femenino,6780921,Tecnico,10,Empleado,Si,11649475,Rural,12,12,10,11649475,4,3,5,1
